task_id,difficulty,solved,status,iterations,cost_score,cost_usd,input_tokens,output_tokens,escalated_strong,escalated_human,utility
T034,easy,True,solved,1,1.5,0.006568,113,62,False,False,0.9999
T035,easy,True,solved,1,1.5,0.006550,112,62,False,False,0.9999
T036,easy,True,solved,1,1.5,0.004476,90,39,False,False,1.0000
T037,easy,True,solved,1,1.5,0.006513,102,64,False,False,0.9999
T038,easy,False,test_failed,3,15.5,0.253163,279,252,True,True,-0.0025
T039,easy,True,solved,1,1.5,0.006040,112,55,False,False,0.9999
T040,easy,True,solved,1,1.5,0.006058,93,60,False,False,0.9999
T041,easy,True,solved,1,1.5,0.005494,102,50,False,False,0.9999
T042,easy,True,solved,1,1.5,0.005476,93,52,False,False,0.9999
T043,easy,True,solved,1,1.5,0.005385,92,51,False,False,0.9999
T044,easy,True,solved,1,1.5,0.010625,116,117,False,False,0.9999
T045,easy,True,solved,1,1.5,0.004057,91,33,False,False,1.0000
T046,easy,True,solved,1,1.5,0.004985,94,45,False,False,1.0000
T047,easy,True,solved,1,1.5,0.005858,110,53,False,False,0.9999
T048,easy,True,solved,1,1.5,0.005440,99,50,False,False,0.9999
T049,easy,True,solved,1,1.5,0.005585,103,51,False,False,0.9999
T050,easy,False,test_failed,3,15.5,0.173514,282,136,True,True,-0.0017
T051,medium,True,solved,1,1.5,0.008023,125,79,False,False,0.9999
T052,medium,True,solved,1,1.5,0.011025,150,114,False,False,0.9999
T053,medium,True,solved,1,1.5,0.015265,171,167,False,False,0.9998
T054,medium,True,solved,1,1.5,0.009079,127,93,False,False,0.9999
T055,medium,True,solved,1,1.5,0.012936,175,134,False,False,0.9999
T056,medium,True,solved,1,1.5,0.005986,101,57,False,False,0.9999
T057,medium,True,solved,1,1.5,0.007478,115,74,False,False,0.9999
T058,medium,True,solved,1,1.5,0.005585,87,55,False,False,0.9999
T059,medium,True,solved,1,1.5,0.005112,97,46,False,False,0.9999
T060,medium,True,solved,1,1.5,0.013645,154,149,False,False,0.9999
T061,medium,True,solved,1,1.5,0.005531,92,53,False,False,0.9999
T062,medium,True,solved,1,1.5,0.009497,134,97,False,False,0.9999
T063,medium,False,test_failed,3,15.5,0.188063,297,152,True,True,-0.0019
T064,medium,True,solved,1,1.5,0.011044,139,117,False,False,0.9999
T065,medium,True,solved,1,1.5,0.004949,96,44,False,False,1.0000
T066,medium,True,solved,1,1.5,0.005476,101,50,False,False,0.9999
T067,medium,True,solved,1,1.5,0.006531,111,62,False,False,0.9999
T068,medium,False,test_failed,3,15.5,0.229073,303,197,True,True,-0.0023
T069,medium,True,solved,1,1.5,0.010552,152,107,False,False,0.9999
T070,medium,True,solved,1,1.5,0.007150,101,73,False,False,0.9999
T071,medium,True,solved,1,1.5,0.011407,159,117,False,False,0.9999
T072,medium,True,solved,1,1.5,0.006641,117,62,False,False,0.9999
T073,medium,True,solved,1,1.5,0.014028,167,151,False,False,0.9999
T074,medium,True,solved,1,1.5,0.006277,101,61,False,False,0.9999
T075,medium,True,solved,1,1.5,0.005294,99,48,False,False,0.9999
T076,medium,True,solved,1,1.5,0.008606,129,86,False,False,0.9999
T077,medium,True,solved,1,1.5,0.005622,101,52,False,False,0.9999
T078,medium,True,solved,1,1.5,0.006659,114,63,False,False,0.9999
T079,medium,False,test_failed,3,15.5,0.247662,360,211,True,True,-0.0025
T080,medium,True,solved,1,1.5,0.012335,158,130,False,False,0.9999
T081,medium,True,solved,1,1.5,0.006750,115,64,False,False,0.9999
T082,medium,True,solved,1,1.5,0.007532,114,75,False,False,0.9999
T083,medium,True,solved,1,1.5,0.008660,112,91,False,False,0.9999
T084,medium,True,solved,1,1.5,0.009916,145,100,False,False,0.9999
T085,medium,True,solved,1,1.5,0.009188,129,94,False,False,0.9999
T086,hard,True,solved,1,1.5,0.015246,198,160,False,False,0.9998
T087,hard,True,solved,1,1.5,0.015865,208,166,False,False,0.9998
T088,hard,True,solved,1,1.5,0.010316,147,105,False,False,0.9999
T089,hard,True,solved,1,1.5,0.010279,145,105,False,False,0.9999
T090,hard,True,solved,1,1.5,0.013372,175,140,False,False,0.9999
T091,hard,True,solved,1,1.5,0.012608,169,131,False,False,0.9999
T092,hard,True,solved,1,1.5,0.011589,145,123,False,False,0.9999
T093,hard,True,solved,1,1.5,0.010807,146,112,False,False,0.9999
T094,hard,True,solved,1,1.5,0.024544,281,267,False,False,0.9998
T095,hard,True,solved,1,1.5,0.015847,211,165,False,False,0.9998
T096,hard,True,solved,1,1.5,0.008478,118,87,False,False,0.9999
T097,hard,True,solved,1,1.5,0.023215,280,249,False,False,0.9998
T098,hard,True,solved,1,1.5,0.019904,246,212,False,False,0.9998
T099,hard,True,solved,1,1.5,0.021669,267,231,False,False,0.9998
T100,hard,True,solved,1,1.5,0.010589,154,107,False,False,0.9999
T101,hard,True,solved,1,1.5,0.025344,265,282,False,False,0.9997
T102,hard,True,solved,2,5.0,0.275645,396,328,True,False,0.9972
T103,hard,True,solved,1,1.5,0.005913,113,53,False,False,0.9999
T104,hard,True,solved,1,1.5,0.027509,340,293,False,False,0.9997
T105,hard,True,solved,1,1.5,0.012335,154,131,False,False,0.9999
T106,hard,True,solved,1,1.5,0.009988,153,99,False,False,0.9999
T107,hard,True,solved,1,1.5,0.014610,175,157,False,False,0.9999
T108,hard,True,solved,1,1.5,0.011462,178,113,False,False,0.9999
T109,hard,True,solved,1,1.5,0.024889,252,279,False,False,0.9998
T110,hard,True,solved,1,1.5,0.013791,178,145,False,False,0.9999
T111,hard,True,solved,1,1.5,0.008879,128,90,False,False,0.9999
T112,hard,True,solved,1,1.5,0.033368,382,363,False,False,0.9997
T113,hard,True,solved,2,5.0,0.277410,386,343,True,False,0.9972
T114,hard,True,solved,1,1.5,0.025199,253,283,False,False,0.9997
T115,hard,True,solved,1,1.5,0.024198,230,275,False,False,0.9998
T116,hard,True,solved,2,5.0,0.218429,352,250,True,False,0.9978
T117,hard,True,solved,1,1.5,0.020286,239,219,False,False,0.9998
T118,hard,True,solved,1,1.5,0.013573,178,142,False,False,0.9999
T119,hard,True,solved,2,5.0,0.233919,332,272,True,False,0.9977
T120,hard,True,solved,1,1.5,0.016757,217,176,False,False,0.9998
